Distrito,cabecera.distrital,Partido,Estado,Media,Rango menor,Rango superior
E15D5,TEOTIHUACAN DE ARISTA,PVEM,MÉXICO,7.42%,0,18.77%
E15D38,TEXCOCO DE MORA,PVEM,MÉXICO,7.39%,0,17.43%
E15D19,TLALNEPANTLA DE BAZ,PVEM,MÉXICO,6.91%,0,17.24%
E15D26,TOLUCA DE LERDO,PVEM,MÉXICO,9.51%,0,23.41%
E15D34,TOLUCA DE LERDO,PVEM,MÉXICO,7.44%,0,19.06%
E15D8,TULTITLAN DE MARIANO ESCOBEDO,PVEM,MÉXICO,6.54%,0,15.01%
E15D32,VALLE DE CHALCO SOLIDARIDAD,PVEM,MÉXICO,4.42%,-0.70%,8.72%
E15D28,ZUMPANGO DE OCAMPO,PVEM,MÉXICO,10.25%,0,24.92%
E18D3,COMPOSTELA,PVEM,NAYARIT,7.81%,0,21.05%
E18D1,SANTIAGO IXCUINTLA,PVEM,NAYARIT,8.43%,0,21.94%
E18D2,TEPIC,PVEM,NAYARIT,5.47%,0,14.65%
E19D2,APODACA,PVEM,NUEVO LEÓN,10.78%,0,24.19%
E19D12,BENITO JUAREZ,PVEM,NUEVO LEÓN,13.28%,0,26.93%
E19D7,GARCIA,PVEM,NUEVO LEÓN,9.65%,0,21.03%
E19D3,GRAL. ESCOBEDO,PVEM,NUEVO LEÓN,9.78%,0,21.22%
E19D11,GUADALUPE,PVEM,NUEVO LEÓN,10.21%,0,23.95%
E19D8,GUADALUPE,PVEM,NUEVO LEÓN,8.89%,0,20.75%
E19D9,LINARES,PVEM,NUEVO LEÓN,14.93%,0,33.70%
E19D10,MONTERREY,PVEM,NUEVO LEÓN,8.04%,0,18.53%
E19D5,MONTERREY,PVEM,NUEVO LEÓN,10.11%,0,23.31%
E19D6,MONTERREY,PVEM,NUEVO LEÓN,6.71%,0,15.65%
E19D4,SAN NICOLAS DE LOS GARZA,PVEM,NUEVO LEÓN,6.37%,0,13.49%
E19D1,SANTA CATARINA,PVEM,NUEVO LEÓN,6.10%,0,13.56%
E20D7,CIUDAD IXTEPEC,PVEM,OAXACA,9.98%,0,24.52%
E20D3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,PVEM,OAXACA,8.44%,0,19.67%
E20D6,HEROICA CIUDAD DE TLAXIACO,PVEM,OAXACA,7.88%,0,17.69%
E20D10,MIAHUATLAN DE PORFIRIO DIAZ,PVEM,OAXACA,9.18%,0,23.33%
E20D8,OAXACA DE JUAREZ,PVEM,OAXACA,7.16%,0,17.41%
E20D9,PUERTO ESCONDIDO,PVEM,OAXACA,9.01%,0,20.91%
E20D5,SALINA CRUZ,PVEM,OAXACA,6.42%,0,17.64%
E20D1,SAN JUAN BAUTISTA TUXTEPEC,PVEM,OAXACA,9.80%,0,21.57%
E20D2,TEOTITLAN DE FLORES MAGON,PVEM,OAXACA,8.49%,0,20.26%
E20D4,TLACOLULA DE MATAMOROS,PVEM,OAXACA,8.41%,0,18.31%
E21D14,ACATLAN DE OSORIO,PVEM,PUEBLA,12.81%,0,31.77%
E21D4,AJALPAN,PVEM,PUEBLA,9.53%,0,25.80%
E21D13,ATLIXCO,PVEM,PUEBLA,10.12%,0,25.38%
E21D10,CHOLULA DE RIVADAVIA,PVEM,PUEBLA,7.01%,-0.16%,13.02%
E21D8,CIUDAD SERDAN,PVEM,PUEBLA,11.93%,0,27.37%
E21D2,CUAUTILULCO BARRIO,PVEM,PUEBLA,12.66%,0,32.02%
E21D11,HEROICA PUEBLA DE ZARAGOZA,PVEM,PUEBLA,8.37%,0,18.47%
E21D12,HEROICA PUEBLA DE ZARAGOZA,PVEM,PUEBLA,8.74%,0,19.04%
E21D6,HEROICA PUEBLA DE ZARAGOZA,PVEM,PUEBLA,9.65%,0,20.91%
E21D9,HEROICA PUEBLA DE ZARAGOZA,PVEM,PUEBLA,7.58%,0,15.47%
E21D1,HUAUCHINANGO DE DEGOLLADO,PVEM,PUEBLA,10.61%,0,29.74%
E21D5,SAN MARTIN TEXMELUCAN DE LABASTIDA,PVEM,PUEBLA,8.84%,0,20.32%
E21D15,TEHUACAN,PVEM,PUEBLA,8.89%,0,20.16%
E21D7,TEPEACA,PVEM,PUEBLA,10.58%,0,24.56%
E21D3,TEZIUTLAN,PVEM,PUEBLA,10.39%,0,25.41%
E22D1,CADEREYTA DE MONTES,PVEM,QUERÉTARO,11.75%,0,26.85%
E22D5,EL PUEBLITO,PVEM,QUERÉTARO,11.75%,0,27.01%
E22D2,SAN JUAN DEL RIO,PVEM,QUERÉTARO,10.37%,0,23.44%
E22D3,SANTIAGO DE QUERETARO,PVEM,QUERÉTARO,8.63%,0,21.54%
E22D4,SANTIAGO DE QUERETARO,PVEM,QUERÉTARO,8.99%,0,22.89%
E23D3,CANCUN,PVEM,QUINTANA ROO,10.32%,4.27%,15.39%
E23D4,CANCUN,PVEM,QUINTANA ROO,9.92%,3.45%,15.35%
E23D2,CHETUMAL,PVEM,QUINTANA ROO,9.99%,0,22.89%
E23D1,PLAYA DEL CARMEN,PVEM,QUINTANA ROO,10.15%,0,26.23%
E24D4,CIUDAD VALLES,PVEM,SAN LUIS POTOSÍ,10.54%,0,23.60%
E24D1,MATEHUALA,PVEM,SAN LUIS POTOSÍ,12.88%,0,26.02%
E24D3,RIOVERDE,PVEM,SAN LUIS POTOSÍ,12.76%,0,29.96%
E24D5,SAN LUIS POTOSI,PVEM,SAN LUIS POTOSÍ,8.68%,0,18.29%
E24D6,SAN LUIS POTOSI,PVEM,SAN LUIS POTOSÍ,6.69%,1.32%,11.20%
E24D2,SOLEDAD DE GRACIANO SANCHEZ,PVEM,SAN LUIS POTOSÍ,8.78%,-0.88%,16.89%
E24D7,TAMAZUNCHALE,PVEM,SAN LUIS POTOSÍ,9.67%,0,21.73%
E25D5,CULIACAN DE ROSALES,PVEM,SINALOA,10.36%,0,27.71%
E25D7,CULIACAN DE ROSALES,PVEM,SINALOA,10.89%,0,28.55%
E25D3,GUAMUCHIL,PVEM,SINALOA,11.06%,0,31.37%
E25D4,GUASAVE,PVEM,SINALOA,9.89%,0,29.65%
E25D2,LOS MOCHIS,PVEM,SINALOA,9.85%,0,28.27%
E25D1,MAZATLAN,PVEM,SINALOA,9.60%,0,29.13%
E25D6,MAZATLAN,PVEM,SINALOA,10.47%,0,28.82%
E26D6,CD. OBREGON,PVEM,SONORA,7.15%,0,21.24%
E26D4,GUAYMAS,PVEM,SONORA,9.47%,0,25.99%
E26D3,HERMOSILLO,PVEM,SONORA,8.20%,0,24.98%
E26D5,HERMOSILLO,PVEM,SONORA,9.18%,0,27.20%
E26D7,NAVOJOA,PVEM,SONORA,8.42%,0,24.48%
E26D2,NOGALES,PVEM,SONORA,8.80%,0,25.40%
E26D1,SAN LUIS RIO COLORADO,PVEM,SONORA,8.00%,0,21.75%
E27D3,COMALCALCO,PVEM,TABASCO,4.73%,0,11.25%
E27D2,HEROICA CARDENAS,PVEM,TABASCO,5.37%,0,11.46%
E27D1,MACUSPANA,PVEM,TABASCO,7.19%,-1.22%,14.25%
E27D5,PARAISO,PVEM,TABASCO,7.63%,0,16.13%
E27D4,VILLAHERMOSA,PVEM,TABASCO,6.24%,-0.71%,12.07%
E27D6,VILLAHERMOSA,PVEM,TABASCO,8.65%,-0.70%,16.49%
E28D7,CIUDAD MADERO,PVEM,TAMAULIPAS,10.32%,0,27.48%
E28D6,CIUDAD MANTE,PVEM,TAMAULIPAS,12.36%,0,34.77%
E28D5,CIUDAD VICTORIA,PVEM,TAMAULIPAS,10.39%,0,32.02%
E28D4,H. MATAMOROS,PVEM,TAMAULIPAS,11.56%,0,30.97%
E28D1,NUEVO LAREDO,PVEM,TAMAULIPAS,9.58%,0,28.82%
E28D2,REYNOSA,PVEM,TAMAULIPAS,9.72%,0,24.97%
E28D9,REYNOSA,PVEM,TAMAULIPAS,6.11%,0,15.34%
E28D3,RIO BRAVO,PVEM,TAMAULIPAS,12.09%,0,32.92%
E28D8,TAMPICO,PVEM,TAMAULIPAS,8.16%,0,21.54%
E29D1,APIZACO,PVEM,TLAXCALA,5.85%,0,15.44%
E29D2,TLAXCALA DE XICOHTENCATL,PVEM,TLAXCALA,6.37%,0,13.65%
E29D3,ZACATELCO,PVEM,TLAXCALA,5.61%,-0.60%,10.83%
E30D9,COATEPEC,PVEM,VERACRUZ,5.94%,0,16.57%
E30D11,COATZACOALCOS,PVEM,VERACRUZ,2.60%,0,6.29%
E30D16,CORDOBA,PVEM,VERACRUZ,7.70%,0,18.81%
E30D17,COSAMALOAPAN,PVEM,VERACRUZ,8.63%,0,19.89%
E30D20,COSOLEACAQUE,PVEM,VERACRUZ,7.97%,0,20.58%
E30D13,HUATUSCO,PVEM,VERACRUZ,7.34%,0,16.84%
E30D7,MARTINEZ DE LA TORRE,PVEM,VERACRUZ,6.20%,0,15.04%
E30D14,MINATITLAN,PVEM,VERACRUZ,6.89%,0,18.28%
E30D15,ORIZABA,PVEM,VERACRUZ,7.55%,0,17.88%
E30D1,PANUCO,PVEM,VERACRUZ,10.03%,0,22.72%
E30D6,PAPANTLA DE OLARTE,PVEM,VERACRUZ,6.29%,0,15.84%
E30D5,POZA RICA DE HIDALGO,PVEM,VERACRUZ,4.65%,0,11.53%
E30D19,SAN ANDRES TUXTLA,PVEM,VERACRUZ,6.37%,0,14.24%
E30D2,TANTOYUCA,PVEM,VERACRUZ,6.72%,0,16.49%
E30D3,TUXPAN DE RODRIGUEZ CANO,PVEM,VERACRUZ,8.53%,0,22.47%
E30D12,VERACRUZ,PVEM,VERACRUZ,4.82%,0,11.96%
E30D4,VERACRUZ,PVEM,VERACRUZ,4.71%,0,11.16%
E30D10,XALAPA,PVEM,VERACRUZ,5.04%,1.45%,8.05%
E30D8,XALAPA,PVEM,VERACRUZ,5.02%,0,13.00%
E30D18,ZONGOLICA,PVEM,VERACRUZ,5.77%,0,14.85%
E31D3,MERIDA,PVEM,YUCATÁN,7.60%,0,26.05%
E31D4,MERIDA,PVEM,YUCATÁN,8.40%,0,27.00%
E31D2,PROGRESO,PVEM,YUCATÁN,13.54%,0,39.21%
E31D5,TICUL,PVEM,YUCATÁN,13.16%,0,37.19%
E31D1,VALLADOLID,PVEM,YUCATÁN,11.97%,0,38.18%
E32D1,FRESNILLO,PVEM,ZACATECAS,8.52%,0,23.38%
E32D4,GUADALUPE,PVEM,ZACATECAS,9.48%,0,25.87%
E32D2,JEREZ DE GARCIA SALINAS,PVEM,ZACATECAS,10.31%,0,27.64%
E32D3,ZACATECAS,PVEM,ZACATECAS,10.92%,0,25.25%
E1D2,AGUASCALIENTES,PRI,AGUASCALIENTES,19.14%,4.08%,31.79%
E1D3,AGUASCALIENTES,PRI,AGUASCALIENTES,21.73%,0.54%,39.51%
E1D1,JESUS MARIA,PRI,AGUASCALIENTES,21.66%,4.00%,36.48%
E2D3,ENSENADA,PRI,BAJA CALIFORNIA,11.50%,4.61%,17.27%
E2D1,MEXICALI,PRI,BAJA CALIFORNIA,10.04%,-0.63%,19.00%
E2D2,MEXICALI,PRI,BAJA CALIFORNIA,10.18%,-1.44%,19.93%
E2D7,MEXICALI,PRI,BAJA CALIFORNIA,9.77%,1.93%,16.34%
E2D4,TIJUANA,PRI,BAJA CALIFORNIA,6.93%,0.26%,12.53%
E2D5,TIJUANA,PRI,BAJA CALIFORNIA,9.79%,0.39%,17.68%
E2D6,TIJUANA,PRI,BAJA CALIFORNIA,10.20%,2.27%,16.86%
E2D8,TIJUANA,PRI,BAJA CALIFORNIA,8.84%,1.96%,14.61%
E3D1,LA PAZ,PRI,BAJA CALIFORNIA SUR,9.02%,0,18.23%
E3D2,SAN JOSE DEL CABO,PRI,BAJA CALIFORNIA SUR,7.23%,-1.13%,14.25%
E4D2,CIUDAD DEL CARMEN,PRI,CAMPECHE,17.55%,1.18%,31.29%
E4D1,SAN FRANCISCO DE CAMPECHE,PRI,CAMPECHE,17.95%,5.24%,28.62%
E7D2,BOCHIL,PRI,CHIAPAS,22.89%,10.12%,33.61%
E7D8,COMITAN DE DOMINGUEZ,PRI,CHIAPAS,19.85%,5.64%,31.78%
E7D13,HUEHUETAN,PRI,CHIAPAS,18.70%,6.09%,29.28%
E7D11,LAS MARGARITAS,PRI,CHIAPAS,17.76%,0.53%,32.23%
E7D3,OCOSINGO,PRI,CHIAPAS,14.81%,0,30.42%
E7D1,PALENQUE,PRI,CHIAPAS,14.83%,0,30.95%
E7D4,PICHUCALCO,PRI,CHIAPAS,17.43%,3.00%,29.53%
E7D5,SAN CRISTOBAL DE LAS CASAS,PRI,CHIAPAS,22.45%,7.23%,35.22%
E7D12,TAPACHULA,PRI,CHIAPAS,14.71%,4.11%,23.60%
E7D7,TONALA,PRI,CHIAPAS,16.80%,3.14%,28.26%
E7D6,TUXTLA GUTIERREZ,PRI,CHIAPAS,14.93%,0.83%,26.76%
E7D9,TUXTLA GUTIERREZ,PRI,CHIAPAS,10.53%,-1.07%,20.27%
E7D10,VILLAFLORES,PRI,CHIAPAS,16.01%,-1.89%,31.03%
E8D6,CHIHUAHUA,PRI,CHIHUAHUA,17.71%,0,37.39%
E8D8,CHIHUAHUA,PRI,CHIHUAHUA,17.56%,-0.30%,32.55%
E8D7,CUAUHTEMOC,PRI,CHIHUAHUA,20.29%,-0.02%,37.34%
E8D5,DELICIAS,PRI,CHIHUAHUA,19.74%,0.31%,36.05%
E8D9,HIDALGO DEL PARRAL,PRI,CHIHUAHUA,23.46%,1.13%,42.20%
E8D1,JUAREZ,PRI,CHIHUAHUA,13.88%,4.84%,21.46%
E8D2,JUAREZ,PRI,CHIHUAHUA,17.81%,7.90%,26.13%
E8D3,JUAREZ,PRI,CHIHUAHUA,15.92%,6.70%,23.65%
E8D4,JUAREZ,PRI,CHIHUAHUA,16.10%,2.58%,27.44%
E9D16,ALVARO OBREGON,PRI,CIUDAD DE MÉXICO,10.28%,5.77%,14.06%
E9D3,AZCAPOTZALCO,PRI,CIUDAD DE MÉXICO,10.61%,2.84%,17.14%
E9D15,BENITO JUAREZ,PRI,CIUDAD DE MÉXICO,13.78%,0,29.36%
E9D23,COYOACAN,PRI,CIUDAD DE MÉXICO,10.50%,3.93%,16.01%
E9D24,COYOACAN,PRI,CIUDAD DE MÉXICO,13.60%,3.62%,21.98%
E9D17,CUAJIMALPA DE MORELOS,PRI,CIUDAD DE MÉXICO,14.67%,4.48%,23.21%
E9D12,CUAUHTEMOC,PRI,CIUDAD DE MÉXICO,13.76%,4.97%,21.14%
E9D8,CUAUHTEMOC,PRI,CIUDAD DE MÉXICO,12.84%,5.83%,18.72%
E9D1,GUSTAVO A. MADERO,PRI,CIUDAD DE MÉXICO,7.32%,3.24%,10.74%
E9D2,GUSTAVO A. MADERO,PRI,CIUDAD DE MÉXICO,11.15%,3.89%,17.25%
E9D7,GUSTAVO A. MADERO,PRI,CIUDAD DE MÉXICO,10.97%,5.21%,15.80%
E9D13,IZTACALCO,PRI,CIUDAD DE MÉXICO,9.17%,4.83%,12.81%
E9D18,IZTAPALAPA,PRI,CIUDAD DE MÉXICO,8.39%,5.22%,11.05%
E9D19,IZTAPALAPA,PRI,CIUDAD DE MÉXICO,6.46%,5.33%,7.41%
E9D20,IZTAPALAPA,PRI,CIUDAD DE MÉXICO,7.52%,4.67%,9.92%
E9D22,IZTAPALAPA,PRI,CIUDAD DE MÉXICO,4.51%,1.77%,6.80%
E9D4,IZTAPALAPA,PRI,CIUDAD DE MÉXICO,6.56%,4.75%,8.09%
E9D6,LA MAGDALENA CONTRERAS,PRI,CIUDAD DE MÉXICO,13.25%,5.70%,19.59%
E9D10,MIGUEL HIDALGO,PRI,CIUDAD DE MÉXICO,14.30%,0.62%,25.78%
E9D9,TLAHUAC,PRI,CIUDAD DE MÉXICO,11.24%,8.18%,13.81%
E9D14,TLALPAN,PRI,CIUDAD DE MÉXICO,11.18%,6.20%,15.37%
E9D5,TLALPAN,PRI,CIUDAD DE MÉXICO,13.56%,3.93%,21.64%
E9D11,VENUSTIANO CARRANZA,PRI,CIUDAD DE MÉXICO,11.41%,7.73%,14.51%
E9D21,XOCHIMILCO,PRI,CIUDAD DE MÉXICO,11.60%,6.95%,15.50%
E5D3,MONCLOVA,PRI,COAHUILA,26.92%,0.98%,48.68%
E5D1,PIEDRAS NEGRAS,PRI,COAHUILA,26.92%,3.78%,46.35%
E5D4,SALTILLO,PRI,COAHUILA,30.74%,2.95%,54.07%
E5D7,SALTILLO,PRI,COAHUILA,30.53%,4.56%,52.32%
E5D2,SAN PEDRO,PRI,COAHUILA,26.18%,0.71%,47.57%
E5D5,TORREON,PRI,COAHUILA,27.80%,1.91%,49.54%
E5D6,TORREON,PRI,COAHUILA,26.02%,3.87%,44.61%
E6D1,COLIMA,PRI,COLIMA,15.99%,0.90%,28.66%
E6D2,MANZANILLO,PRI,COLIMA,17.92%,4.42%,29.24%
E10D2,GOMEZ PALACIO,PRI,DURANGO,23.95%,3.23%,41.34%
E10D3,GUADALUPE VICTORIA,PRI,DURANGO,24.58%,5.13%,40.90%
E10D1,VICTORIA DE DURANGO,PRI,DURANGO,26.05%,2.36%,45.93%
E10D4,VICTORIA DE DURANGO,PRI,DURANGO,18.74%,1.91%,32.87%
E11D14,ACAMBARO,PRI,GUANAJUATO,13.08%,-2.07%,25.80%
E11D12,CELAYA,PRI,GUANAJUATO,12.44%,0,30.20%
E11D4,GUANAJUATO,PRI,GUANAJUATO,19.49%,0,41.51%
E11D15,IRAPUATO,PRI,GUANAJUATO,15.43%,0,33.22%
E11D9,IRAPUATO,PRI,GUANAJUATO,20.79%,-3.35%,41.05%
E11D11,LEON,PRI,GUANAJUATO,15.33%,0,39.73%
E11D3,LEON,PRI,GUANAJUATO,16.84%,0,45.82%
E11D5,LEON,PRI,GUANAJUATO,16.83%,0,47.30%
E11D6,LEON,PRI,GUANAJUATO,19.25%,0,50.04%
E11D8,SALAMANCA,PRI,GUANAJUATO,10.51%,0,27.07%
E11D7,SAN FRANCISCO DEL RINCON,PRI,GUANAJUATO,19.19%,0,40.27%
E11D1,SAN LUIS DE LA PAZ,PRI,GUANAJUATO,16.50%,-1.89%,31.93%
E11D2,SAN MIGUEL DE ALLENDE,PRI,GUANAJUATO,11.92%,0,28.97%
E11D10,URIANGATO,PRI,GUANAJUATO,17.51%,0.47%,31.81%
E11D13,VALLE DE SANTIAGO,PRI,GUANAJUATO,15.41%,-2.20%,30.18%
E12D4,ACAPULCO,PRI,GUERRERO,10.91%,-0.78%,20.72%
E12D9,ACAPULCO,PRI,GUERRERO,14.53%,0.24%,26.53%
E12D8,AYUTLA DE LOS LIBRES,PRI,GUERRERO,11.53%,2.90%,18.77%
E12D1,CD. ALTAMIRANO,PRI,GUERRERO,16.23%,1.23%,28.82%
E12D6,CHILAPA,PRI,GUERRERO,14.51%,-1.51%,27.94%
E12D7,CHILPANCINGO,PRI,GUERRERO,16.09%,0.93%,28.81%
E12D2,IGUALA,PRI,GUERRERO,13.76%,1.31%,24.20%
E12D5,TLAPA,PRI,GUERRERO,10.88%,0,22.91%
E12D3,ZIHUATANEJO,PRI,GUERRERO,11.85%,0,24.16%
E13D3,ACTOPAN,PRI,HIDALGO,16.68%,0.06%,30.63%
E13D1,HUEJUTLA DE REYES,PRI,HIDALGO,17.13%,-0.18%,31.66%
E13D2,IXMIQUILPAN,PRI,HIDALGO,15.91%,0.94%,28.48%
E13D6,PACHUCA DE SOTO,PRI,HIDALGO,14.07%,1.70%,24.44%
E13D7,TEPEAPULCO,PRI,HIDALGO,13.09%,2.15%,22.27%
E13D5,TULA DE ALLENDE,PRI,HIDALGO,13.01%,2.22%,22.07%
E13D4,TULANCINGO DE BRAVO,PRI,HIDALGO,13.18%,0.62%,23.73%
E14D18,AUTLAN DE NAVARRO,PRI,JALISCO,15.09%,1.57%,26.44%
E14D19,CIUDAD GUZMAN,PRI,JALISCO,14.61%,1.29%,25.80%
E14D11,GUADALAJARA,PRI,JALISCO,12.45%,0.36%,22.59%
E14D14,GUADALAJARA,PRI,JALISCO,10.47%,-0.99%,20.08%
E14D8,GUADALAJARA,PRI,JALISCO,12.82%,-1.19%,24.58%
E14D9,GUADALAJARA,PRI,JALISCO,13.24%,1.36%,23.22%
E14D17,JOCOTEPEC,PRI,JALISCO,14.75%,4.08%,23.70%
E14D15,LA BARCA,PRI,JALISCO,15.06%,2.99%,25.18%
E14D2,LAGOS DE MORENO,PRI,JALISCO,15.83%,0.37%,28.80%
E14D5,PUERTO VALLARTA,PRI,JALISCO,12.46%,-0.28%,23.15%
E14D12,SANTA CRUZ DE LAS FLORES,PRI,JALISCO,7.90%,-0.85%,15.24%
E14D3,TEPATITLAN DE MORELOS,PRI,JALISCO,16.93%,0.89%,30.40%
E14D1,TEQUILA,PRI,JALISCO,13.89%,1.31%,24.45%
E14D13,TLAQUEPAQUE,PRI,JALISCO,12.32%,-0.26%,22.89%
E14D16,TLAQUEPAQUE,PRI,JALISCO,13.95%,1.98%,24.00%
E14D20,TONALA,PRI,JALISCO,13.66%,1.67%,23.72%
E14D7,TONALA,PRI,JALISCO,14.16%,1.95%,24.41%
E14D10,ZAPOPAN,PRI,JALISCO,11.95%,0,26.07%
E14D4,ZAPOPAN,PRI,JALISCO,15.43%,2.25%,26.49%
E14D6,ZAPOPAN,PRI,JALISCO,13.62%,2.17%,23.23%
E16D12,APATZINGAN DE LA CONSTITUCION,PRI,MICHOACÁN,9.88%,5.80%,13.30%
E16D6,CIUDAD HIDALGO,PRI,MICHOACÁN,11.97%,5.42%,17.47%
E16D3,HEROICA ZITACUARO,PRI,MICHOACÁN,13.62%,4.83%,20.99%
E16D4,JIQUILPAN DE JUAREZ,PRI,MICHOACÁN,13.74%,3.65%,22.20%
E16D1,LAZARO CARDENAS,PRI,MICHOACÁN,13.08%,2.85%,21.67%
E16D10,MORELIA,PRI,MICHOACÁN,12.85%,2.70%,21.36%
E16D8,MORELIA,PRI,MICHOACÁN,12.12%,4.04%,18.90%
E16D11,PATZCUARO,PRI,MICHOACÁN,12.56%,2.67%,20.86%
E16D2,PURUANDIRO,PRI,MICHOACÁN,12.57%,3.07%,20.54%
E16D9,URUAPAN DEL PROGRESO,PRI,MICHOACÁN,9.22%,3.07%,14.38%
E16D7,ZACAPU,PRI,MICHOACÁN,12.35%,6.30%,17.43%
E16D5,ZAMORA DE HIDALGO,PRI,MICHOACÁN,13.35%,3.01%,22.03%
E17D3,CUAUTLA,PRI,MORELOS,7.77%,2.34%,12.33%
E17D1,CUERNAVACA,PRI,MORELOS,7.91%,2.98%,12.05%
E17D2,JIUTEPEC,PRI,MORELOS,7.21%,5.08%,8.99%
E17D4,JOJUTLA,PRI,MORELOS,9.75%,2.91%,15.49%
E17D5,YAUTEPEC,PRI,MORELOS,7.70%,5.41%,9.63%
E15D21,AMECAMECA DE JUAREZ,PRI,MÉXICO,14.80%,2.90%,24.79%
E15D3,ATLACOMULCO DE FABELA,PRI,MÉXICO,19.55%,4.23%,32.40%
E15D20,CD. NEZAHUALCOYOTL,PRI,MÉXICO,8.55%,-0.75%,16.36%
E15D29,CD. NEZAHUALCOYOTL,PRI,MÉXICO,8.81%,0.40%,15.87%
E15D31,CD. NEZAHUALCOYOTL,PRI,MÉXICO,6.80%,-0.91%,13.26%
E15D33,CHALCO DE DIAZ COVARRUBIAS,PRI,MÉXICO,10.46%,0.96%,18.44%
E15D25,CHIMALHUACAN,PRI,MÉXICO,18.04%,3.84%,29.96%
E15D30,CHIMALHUACAN,PRI,MÉXICO,13.16%,3.29%,21.44%
E15D14,CIUDAD ADOLFO LOPEZ MATEOS,PRI,MÉXICO,15.09%,-2.39%,29.76%
E15D15,CIUDAD ADOLFO LOPEZ MATEOS,PRI,MÉXICO,14.79%,0,31.21%
E15D6,COACALCO DE BERRIOZABAL,PRI,MÉXICO,11.03%,1.91%,18.68%
E15D37,CUAUTITLAN,PRI,MÉXICO,13.36%,3.17%,21.91%
E15D7,CUAUTITLAN IZCALLI,PRI,MÉXICO,11.59%,0.84%,20.62%
E15D10,ECATEPEC DE MORELOS,PRI,MÉXICO,12.34%,1.35%,21.57%
E15D11,ECATEPEC DE MORELOS,PRI,MÉXICO,12.79%,1.91%,21.93%
E15D13,ECATEPEC DE MORELOS,PRI,MÉXICO,12.98%,0.23%,23.69%
E15D16,ECATEPEC DE MORELOS,PRI,MÉXICO,13.62%,1.30%,23.96%
E15D17,ECATEPEC DE MORELOS,PRI,MÉXICO,14.43%,1.82%,25.01%
E15D18,HUIXQUILUCAN DE DEGOLLADO,PRI,MÉXICO,17.51%,1.00%,31.37%
E15D12,IXTAPALUCA,PRI,MÉXICO,18.23%,2.99%,31.02%
E15D1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,PRI,MÉXICO,21.14%,6.96%,33.04%
E15D23,LERMA DE VILLADA,PRI,MÉXICO,18.01%,4.81%,29.08%
E15D39,LOS REYES ACAQUILPAN,PRI,MÉXICO,17.52%,2.16%,30.41%
E15D27,METEPEC,PRI,MÉXICO,17.99%,3.11%,30.48%
E15D22,NAUCALPAN DE JUAREZ,PRI,MÉXICO,14.80%,-2.38%,29.21%
E15D24,NAUCALPAN DE JUAREZ,PRI,MÉXICO,16.15%,2.42%,27.67%
E15D4,NICOLAS ROMERO,PRI,MÉXICO,15.08%,1.67%,26.33%
E15D41,OJO DE AGUA,PRI,MÉXICO,17.24%,1.57%,30.39%
E15D9,SAN FELIPE DEL PROGRESO,PRI,MÉXICO,21.65%,4.25%,36.26%
E15D40,SAN MIGUEL ZINACANTEPEC,PRI,MÉXICO,15.18%,2.33%,25.96%
E15D2,SANTA MARIA TULTEPEC,PRI,MÉXICO,12.05%,-0.18%,22.32%
E15D36,TEJUPILCO DE HIDALGO,PRI,MÉXICO,19.68%,5.33%,31.72%
E15D35,TENANCINGO DE DEGOLLADO,PRI,MÉXICO,15.82%,2.59%,26.93%
E15D5,TEOTIHUACAN DE ARISTA,PRI,MÉXICO,16.46%,3.92%,26.98%
E15D38,TEXCOCO DE MORA,PRI,MÉXICO,12.71%,1.00%,22.53%
E15D19,TLALNEPANTLA DE BAZ,PRI,MÉXICO,15.13%,2.15%,26.03%
E15D26,TOLUCA DE LERDO,PRI,MÉXICO,18.50%,2.85%,31.65%
E15D34,TOLUCA DE LERDO,PRI,MÉXICO,17.31%,2.89%,29.41%
E15D8,TULTITLAN DE MARIANO ESCOBEDO,PRI,MÉXICO,10.88%,1.40%,18.83%
E15D32,VALLE DE CHALCO SOLIDARIDAD,PRI,MÉXICO,8.51%,2.50%,13.56%
E15D28,ZUMPANGO DE OCAMPO,PRI,MÉXICO,20.21%,5.36%,32.67%
E18D3,COMPOSTELA,PRI,NAYARIT,15.99%,-0.66%,29.96%
E18D1,SANTIAGO IXCUINTLA,PRI,NAYARIT,15.69%,1.18%,27.86%
E18D2,TEPIC,PRI,NAYARIT,10.13%,-1.50%,19.89%
E19D2,APODACA,PRI,NUEVO LEÓN,20.63%,6.05%,32.86%
E19D12,BENITO JUAREZ,PRI,NUEVO LEÓN,19.26%,5.53%,30.79%
E19D7,GARCIA,PRI,NUEVO LEÓN,19.17%,5.18%,30.91%
E19D3,GRAL. ESCOBEDO,PRI,NUEVO LEÓN,17.00%,2.85%,28.88%
E19D11,GUADALUPE,PRI,NUEVO LEÓN,20.02%,1.32%,35.71%
E19D8,GUADALUPE,PRI,NUEVO LEÓN,18.48%,2.64%,31.77%
E19D9,LINARES,PRI,NUEVO LEÓN,25.91%,4.09%,44.21%
E19D10,MONTERREY,PRI,NUEVO LEÓN,15.80%,0,32.69%
E19D5,MONTERREY,PRI,NUEVO LEÓN,21.94%,6.32%,35.06%
E19D6,MONTERREY,PRI,NUEVO LEÓN,17.13%,-0.69%,32.08%
